"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N392NEGH","journalArticle","2017","Voyant, Cyril; Notton, Gilles; Kalogirou, Soteris; Nivet, Marie-Laure; Paoli, Christophe; Motte, Fabrice; Fouilloy, Alexis","Machine learning methods for solar radiation forecasting: A review","Renewable Energy","","0960-1481","10.1016/j.renene.2016.12.095","https://www.sciencedirect.com/science/article/pii/S0960148116311648","Forecasting the output power of solar systems is required for the good operation of the power grid or for the optimal management of the energy fluxes occurring into the solar system. Before forecasting the solar systems output, it is essential to focus the prediction on the solar irradiance. The global solar radiation forecasting can be performed by several methods; the two big categories are the cloud imagery combined with physical models, and the machine learning models. In this context, the objective of this paper is to give an overview of forecasting methods of solar irradiation using machine learning approaches. Although, a lot of papers describes methodologies like neural networks or support vector regression, it will be shown that other methods (regression tree, random forest, gradient boosting and many others) begin to be used in this context of prediction. The performance ranking of such methods is complicated due to the diversity of the data set, time step, forecasting horizon, set up and performance indicators. Overall, the error of prediction is quite equivalent. To improve the prediction performance some authors proposed the use of hybrid models or to use an ensemble forecast approach.","2017-05-01","2022-06-27T17:40:12Z","2022-06-27T17:40:12Z","2022-06-27T17:40:12Z","569-582","","","105","","Renewable Energy","Machine learning methods for solar radiation forecasting","","","","","","","en","","","","","ScienceDirect","","","","","","","Artificial neural networks; Machine learning; Regression; Solar radiation forecasting; Support vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423","","","","","","","",""
"XEA2YYCF","journalArticle","2019","Viviescas, Cindy; Lima, Lucas; Diuana, Fabio A.; Vasquez, Eveline; Ludovique, Camila; Silva, Gabriela N.; Huback, Vanessa; Magalar, Leticia; Szklo, Alexandre; Lucena, André F. P.; Schaeffer, Roberto; Paredes, Juan Roberto","Contribution of Variable Renewable Energy to increase energy security in Latin America: Complementarity and climate change impacts on wind and solar resources","Renewable and Sustainable Energy Reviews","","1364-0321","10.1016/j.rser.2019.06.039","https://www.sciencedirect.com/science/article/pii/S1364032119304320","This work evaluates the potential contribution of renewable energy to energy security in Latin America (LA) in the short and long terms. Two main approaches are used. The first assesses the seasonality and variability of renewable energy resources in LA, as well as their possible complementarities. Variability indices are calculated to assess patterns of wind and solar power resources and a statistical analysis evaluates complementarities between hotspots in the region. The second determines possible impacts on the future long-term wind and solar resource complementarities due to climate change for those regions where complementarity was previously identified. For this, results of two General Circulation Models (GCMs) for two Representative Concentration Pathways - RCPs (RCP 4.5 and RCP 8.5) are used. Results show a higher variability for wind power when compared to solar power generation resources both on an hourly and monthly scales. Results also indicate that Brazil can play an important role regarding renewable energy integration in LA, since the country has the strongest capacity to complement and to be complemented by other LA countries. As for the analysis on climate change impacts, results indicate a strong negative impact on the complementarities in the 2071-2100 period, especially for RCP 8.5.","2019-10-01","2022-06-27T17:40:15Z","2022-06-27T17:40:15Z","2022-06-27T17:40:15Z","109232","","","113","","Renewable and Sustainable Energy Reviews","Contribution of Variable Renewable Energy to increase energy security in Latin America","","","","","","","en","","","","","ScienceDirect","","","","","","","Climate change impacts; Hydroelectric power resources; Renewable energy complementarity; Variability indices; Variable renewable energy resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423","","","","","","","",""
"MSU3EANH","journalArticle","2020","Verbois, Hadrien; Blanc, Philippe; Huva, Robert; Saint-Drenan, Yves-Marie; Rusydi, Andrivo; Thiery, Alexandre","Beyond quadratic error: Case-study of a multiple criteria approach to the performance assessment of numerical forecasts of solar irradiance in the tropics","Renewable and Sustainable Energy Reviews","","1364-0321","10.1016/j.rser.2019.109471","https://www.sciencedirect.com/science/article/pii/S1364032119306793","As the penetration of photovoltaic power in the electrical grid increases, reliable forecasts of solar irradiance are becoming ever more critical. For forecasting horizons beyond a few hours, Numerical Weather Prediction models (NWP) are stapled to yield the best results. For potential users of NWP forecasts, choosing which model to use can be challenging, as a large palette of NWP models and configurations is available. To tackle this issue, several studies have conducted systematic comparisons between available models and configurations. Most of these studies, however, only evaluate forecast skills with a small number of metrics, such as the Root Mean Square Error (RMSE) or the Mean Average Error (MAE). To better understand the nature and specificities of various NWP models, we developed an evaluation approach that combines multiple-criteria analysis, Fourier analysis and classification of daily profiles of irradiance. In this paper, we present this novel approach and demonstrate its strengths by applying it to a practical use-case, using 108 different NWP forecasts models based on different parametrizations of the mesoscale NWP Weather Research and Forecasting model (WRF) in Singapore. Our approach allowed a clearer overview of the forecasts’ skills, as well as better discrimination between models. It also significantly improved our understanding of the nature of the NWP errors. In particular, WRF forecasts in Singapore were found unfit to timely resolve irradiance at an hourly scale, but better adapted to predict daily profiles of irradiance. Furthermore, the proposed multiple criteria approach was applied to a sensitivity analysis of WRF physical schemes, providing a better insight into the impact of each model. This work shows that it is critical to go beyond RMSE when evaluating forecasts and that more holistic approaches such as the one proposed here should be preferred.","2020-01-01","2022-06-27T17:40:17Z","2022-06-27T17:40:17Z","2022-06-27T17:40:17Z","109471","","","117","","Renewable and Sustainable Energy Reviews","Beyond quadratic error","","","","","","","en","","","","","ScienceDirect","","","","","","","Classification; Forecast verification; Frequency analysis; Metrics; NWP; Sensitivity analysis; Solar forecasting; Solar irradiance; WRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1423","","","","","","","",""
"9MDIECHH","conferencePaper","2016","Thomas, Claire; Wey, Etienne; Blanc, Philippe; Wald, Lucien","Validation of three satellite-derived databases of surface solar radiation using measurements performed at 42 stations in Brazil","","","","10.5194/asr-13-81-2016","https://asr.copernicus.org/articles/13/81/2016/","<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> The SoDa website (<a href=""www.soda-pro.com"" target=""_blank"">www.soda-pro.com</a>) is populated with numerous solar-related Web services. Among them, three satellite-derived irradiation databases can be manually or automatically accessed to retrieve radiation values within the geographical coverage of the Meteosat Second Generation (MSG) satellite: the two most advanced versions of the HelioClim-3 database (versions 4 and 5, respectively HC3v4 and HC3v5), and the CAMS radiation service. So far, these databases have been validated against measurements of several stations in Europe and North Africa only. As the quality of such databases depends on the geographical regions and the climates, this paper extends this validation campaign and proposes an extensive comparison on Brazil and global irradiation received on a horizontal surface. Eleven stations from the Brazilian Institute of Space Research (INPE) network offer 1 min observations, and thirty-one stations from the Instituto Nacional de Meteorologia (INMET) network offer hourly observations. The satellite-derived estimates have been compared to the corresponding observations on hourly, daily and monthly basis. The bias relative to the mean of the measurements for HC3v5 is mostly comprised between 1 and 3 %, and that for HC3v4 between 2 and 5 %. These are very satisfactory results and they demonstrate that HC3v5, and to a lesser extent HC3v4, may be used in studies of long-term changes in SSI in Brazil. The situation is not so good with CAMS radiation service for which the relative bias is mostly comprised between 5 and 10 %. For hourly irradiation, the relative RMSE ranges from 15 to 33 %. The correlation coefficient is very large for all stations and the three databases, with an average of 0.96. The three databases reproduce well the hour from hour changes in SSI. The errors show a tendency to increase with the viewing angle of the MSG satellite. They are greater in tropical areas where the relative humidity in the atmosphere is important. It is concluded that except for the overestimation by CAMS radiation service, the three databases are suitable for studies of the solar resources in Brazil.</p>","2016-06-10","2022-06-27T17:40:22Z","2022-06-27T17:40:22Z","2022-06-27T17:40:22Z","81-86","","","13","","","","","","","","Copernicus GmbH","","English","","","","","asr.copernicus.org","","ISSN: 1992-0628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15th EMS Annual Meeting & 12th European Conference on Applications of Meteorology (ECAM) -","","","","","","","1424","","","","","","","",""
"SGKY9NKB","journalArticle","2016","Souza, Marcia Pires de","Análise da viabilidade de utilização da energia solar como fonte alternativa de geração de energia na cidade de Manaus","","","","","https://tede.ufam.edu.br/handle/tede/5682","The energy crisis through conventional sources is a problem that now affects countries worldwide. Aiming to soften this problem, we present as alternative the solar power generation via photovoltaic system, which besides being obtained from a renewable source, is an abundant resource in several countries, as well as being environmentally friendly. The northern region of Brazil has one of the largest solar incidence rates of Brazil, which makes it able to receive investments for the installation of photovoltaic solar plants. Moreover, this region of the country has many isolated communities that have no access to electricity or have precariously. In this work was examined the potential for generation of solar energy in the city of Manaus, through the analysis of meteorological measurements carried out in the last five years references to solar radiation, accompanied by the total annual rainfall and average wind speed. It will be performed a literature review on the topic of solar energy using as recent articles database published in Scholar Google in period from 2012 to 2016. The results showed that even with the extreme variation in rainfall during the period analyzed, there was no significant changes in levels of solar radiation, which is a point of fundamental importance in the dimensioning of the photovoltaic system.","2016-12-14","2022-06-27T17:40:32Z","2022-06-27T17:40:32Z","2022-06-27T17:40:32Z","","","","","","","","","","","","","","por","http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","tede.ufam.edu.br","","Accepted: 2017-05-30T14:11:40Z Publisher: Universidade Federal do Amazonas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1425","","","","","","","",""
"A5DNU6TH","conferencePaper","2015","Soubdhan, Ted; Voyant, Cyril; Lauret, Philippe","INFLUENCE OF GLOBAL SOLAR RADIATION TYPICAL DAYS ON FORECASTING MODELS ERROR","","","","","https://hal.archives-ouvertes.fr/hal-01099487","In this work, we have led an analysis of the error of different global solar radiation prediction models according to the global solar radiation variability. Different predictions models where performed such as machine learning techniques (Neural Networks, Gaussian processes and support vector machines) in order to forecast the Global Horizontal solar Irradiance (GHI). We also include in this study a simple linear autoregressive (AR) model as well as two naive models based on persistence of the GHI and persistence of the clear sky index (denoted herein scaled persistence model). The models are calibrated and tested with data from three 3 French islands: Corsica (42.15°N ; 9.08°E), Guadeloupe (16.25°N ; 61.58°W) and Reunion (21.15°S ; 55.5°E). Guadeloupe and Reunion are located in a subtropical climatic zone whereas Corsica is in a tempered climatic zone. Hence the global solar radiation variation differs significantly. The output error of the different models was quantified by the nRSME. In order to quantify the influence of the global solar radiation variability on the forecasting models error we performed a classification of typical days according to different typical days. Each class of typical day is defined by a variation of global solar radiation rate. For each class and for each location, the selected forecasting models where performed and the error was quantified. With this analysis a global solar radiation forecasting models can be selected according to the location, the global solar radiation fluctuations and hence the meteorological conditions. INTRODUCTION Large and frequent variations of solar radiation can be observed in tropical climates with amplitudes reaching 800 W/m² and occurring within a short time interval, from few seconds to few minutes, according to the geographical location. Such fluctuations can be due for example to the dynamic of clouds which can be very complex and depend on cloud type, size, speed and spatial distribution and, more generally, due to some specific local meteorological conditions. Thus, the solar energy forecasting, a process used to predict the amount of solar energy available in the current and near terms, might be a difficult task. Some of the best predictors found in literature are Autoregressive and moving average (ARMA) [5,7,8], Bayesian inferences [9,10], Markov chains [11], k-Nearest-Neighbors predictors [12] or artificial intelligence techniques as the Artificial Neural Network (ANN) [9-11]. Although these methodologies are potentially good in many areas, we observed in our previous studies on global radiation prediction [9,13,14] that the simple model based on the persistence of the clear sky index gives often very good results with acceptable errors [15] for short term forecasting time horizon (<= 1 hour). The goal of this paper is to determinate the influence of solar radiation variability regarding different classes of days on the expected error provided by different forecasting methods that the modeller can possibly implement. The paper is organized as follow: Section 2 describes the data we have used. Section 3 exposes the classification methodology and the results obtained for the three studied locations. In the two following sections, the forecasting methods are exposed and then 3 the errors on the forecasting results for each location and for each class are exposed.","2015-05","2022-06-27T17:40:46Z","2022-06-27T17:40:46Z","2022-06-27T17:40:46Z","","","","","","","","","","","","","Kruger National Park, South Africa","","","","","","HAL Archives Ouvertes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1426","","","","","","","",""
"T42LDPJM","journalArticle","2016","Soubdhan, Ted; Ndong, Joseph; Ould-Baba, Hanany; Do, Minh-Thang","A robust forecasting framework based on the Kalman filtering approach with a twofold parameter tuning procedure: Application to solar and photovoltaic prediction","Solar Energy","","0038-092X","10.1016/j.solener.2016.02.036","https://www.sciencedirect.com/science/article/pii/S0038092X16001444","This paper presents a framework which relies on the linear dynamical Kalman filter to perform a reliable prediction for solar and photovoltaic production. The method is convenient for real-time forecasting and we describe its use to perform these predictions for different time horizons, between one minute and one hour ahead. The dataset used is a set of measurements of solar irradiance and PV power production measured in a sub-tropical zone: Guadeloupe. In this zone, fluctuating meteorological conditions can occur, with highly variable atmospheric events having severe impact in the solar irradiance and the PV power. In such conditions, heterogeneous ramp events are observed making difficult to control and manage these sources of energy. The present work hopes to build a suitable statistical method, based on bayesian inference and state-space modeling, able to predict the evolution of solar radiation and PV production. We develop a forecast method based on the Kalman filter combined with a robust parameter estimation procedure built with an Auto Regressive model or with an Expectation–Maximisation algorithm. The model is built to run with univariate or multivariate data according to their availability. The model is used here to forecast the univariate solar and PV data and also PV with exogenous data such as cloud cover and air temperature. The accuracy of this technique is studied with a set of performance criterion including the root mean square error and the mean bias error. We compare the results for the different tests performed, from one minute to one hour ahead, to the simple persistence model. The performance of our technique exceeds by far the traditional persistence model with a skill score improvement around 39% and 31%, respectively for PV production and GHI, for one hour ahead forecast.","2016-06-01","2022-06-27T17:41:01Z","2022-06-27T17:41:01Z","2022-06-27T17:41:01Z","246-259","","","131","","Solar Energy","A robust forecasting framework based on the Kalman filtering approach with a twofold parameter tuning procedure","","","","","","","en","","","","","ScienceDirect","","","","","","","AR model; EM algorithm; Kalman filter; PV forecast; Solar energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427","","","","","","","",""
"65CCBA4F","journalArticle","2019","Sossan, Fabrizio; Scolari, Enrica; Gupta, Rahul; Paolone, Mario","Solar irradiance estimations for modeling the variability of photovoltaic           generation and assessing violations of grid constraints: A comparison between satellite           and pyranometers measurements with load flow simulations","Journal of Renewable and Sustainable Energy","","","10.1063/1.5109076","https://aip.scitation.org/doi/10.1063/1.5109076","","2019-09","2022-06-27T17:41:05Z","2022-06-27T17:41:05Z","2022-06-27T17:41:05Z","056103","","5","11","","","Solar irradiance estimations for modeling the variability of photovoltaic           generation and assessing violations of grid constraints","","","","","","","","","","","","aip.scitation.org (Atypon)","","Publisher: American Institute of Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428","","","","","","","",""
"QWUQB6DT","conferencePaper","2010","Schmeltz, Marjorie; Froidefond, Jean-Marie; Jourdin, Frédéric; Gege, Peter","Remote sensing reflectance reconstruction to obtain water optical properties from MERIS multi-spectral satellite images","","","","10.1117/12.869302","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7858/78580C/Remote-sensing-reflectance-reconstruction-to-obtain-water-optical-properties-from/10.1117/12.869302.full","We use a multiple regression analysis and a data bank of about 400 reflectance spectra to reconstruct hyperspectral reflectances between 400 and 900 nm with a 5 nm step using only the values known at the wavelengths of the MERIS sensor level 2 data. For in situ remote sensing reflectances measured during different oceanographic missions, the reconstruction is within 2 per cent almost over the entire spectrum. The main difference (to a maximum of 4 per cent) usually occurs at the inflexion point of the reflectance curve between 580 and 600 nm. Observed in-situ remote sensing reflectances or reconstructed spectra are inverted using a Water Colour Simulator bio-optical model (WASI) to obtain the inherent optical properties (IOP) of the water. The values derived by the model are compared with the measurements when available. To validate the reconstruction, we compare the results of the model inversion using the initial spectrum or the reconstructed one as input. Preliminary results show that the derived values from the inversion of the reconstructed spectrum are very close to the values generated from the inversion of the initial spectrum, especially in case 1 waters. This reconstruction technique is used to generate hyperspectral remote sensing reflectances from reflectance data calculated by the MERIS sensor. We use the reconstructed spectra as input to be inverted in the WASI model in order to quantify the substances' concentrations; in particular, the inversion is working well for the suspended particulate matter concentrations.","2010-11-03","2022-06-27T17:41:14Z","2022-06-27T17:41:14Z","2022-06-27T17:41:14Z","88-97","","","7858","","","","","","","","SPIE","","","","","","","www.spiedigitallibrary.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Remote Sensing of the Coastal Ocean, Land, and Atmosphere Environment","","","","","","","1429","","","","","","","",""
"IMBF7VID","journalArticle","2015","von Savigny, C.; Ernst, F.; Rozanov, A.; Hommel, R.; Eichmann, K.-U.; Rozanov, V.; Burrows, J. P.; Thomason, L. W.","Improved stratospheric aerosol extinction profiles from SCIAMACHY: validation and sample results","Atmospheric Measurement Techniques","","1867-1381","10.5194/amt-8-5223-2015","https://amt.copernicus.org/articles/8/5223/2015/","<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> Stratospheric aerosol extinction profiles have been retrieved from SCIAMACHY/Envisat measurements of limb-scattered solar radiation. The retrieval is an improved version of an algorithm presented earlier. The retrieved aerosol extinction profiles are compared to co-located aerosol profile measurements from the SAGE II solar occultation instrument at a wavelength of 525 nm. Comparisons were carried out with two versions of the SAGE II data set (version 6.2 and the new version 7.0). In a global average sense the SCIAMACHY and the SAGE II version 7.0 extinction profiles agree to within about 10 % for altitudes above 15 km. Larger relative differences (up to 40 %) are observed at specific latitudes and altitudes. We also find differences between the two SAGE II data versions of up to 40 % for specific latitudes and altitudes, consistent with earlier reports. Sample results on the latitudinal and temporal variability of stratospheric aerosol extinction and optical depth during the SCIAMACHY mission period are presented. The results confirm earlier reports that a series of volcanic eruptions is responsible for the increase in stratospheric aerosol optical depth from 2002 to 2012. Above about an altitude of 28 km, volcanic eruptions are found to have negligible impact in the period 2002–2012.</p>","2015-12-15","2022-06-27T17:41:29Z","2022-06-27T17:41:29Z","2022-06-27T17:41:29Z","5223-5235","","12","8","","","Improved stratospheric aerosol extinction profiles from SCIAMACHY","","","","","","","English","","","","","amt.copernicus.org","","Publisher: Copernicus GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","","","","","","","",""
"BWLSPZIT","journalArticle","2015","Sant’anna, Vânia Reis de Souza","Análise de sistemas fotovoltaicos com concentradores fixos da radiação solar","","","","","https://locus.ufv.br//handle/123456789/7321","O estado da arte da hibridação fotovoltaica com concentradores de baixa concentração da radiação solar foi avaliado sob os seguintes aspectos: o trabalho consistiu inicialmente, em realizar uma revisão bibliográfica sobre as tecnologias fotovoltaicas e seu processo de fabricação, os elementos que influenciam no seu ciclo de vida ou sua mortalidade precoce, assim como as possibilidades atuais para a implementação e controle de sistemas híbridos. Foram realizados estudos sobre a concentração da radiação solar e modelos de concentradores. O objetivo neste trabalho foi estudar a hibridação fotovoltaica, observando a relação custo/benefício da geração de energia elétrica a partir da complementaridade entre mais de uma fonte energética: solar e diésel, e, os elementos de degradação fotovoltaica com o uso de concentradores. Foram construídos protótipos para o estudo do processo de degradação de sistemas fotovoltaicos com concentradores, para baixa concentração, com fator de concentração próximo de dois. Foram utilizados dois modelos, tipo V e, outro modelo de observação, tipo W. Foram fixados em campo, sob iluminação natural durante 6 meses e em laboratório, sob radiação UV, para processo de envelhecimento precoce, durante cerca de 562 dias. Verificou-se que a tecnologia monocristalina sofreu uma degradação de 16%, 14% e 15% para os protótipos, tipo “V’; tipo “W” e SC, protótipo sem concentrador, respectivamente. Para a tecnologia policristalina foram 15%, 19% e 18% seguindo a mesma ordem, durante este período. Foi realizada análise econômica para sistemas híbridos com e sem concentradores, com e sem baterias para armazenamento de energia para sistemas isolados ou estações de ecoturismo para regiões equatorial, tropical e temperada do Brasil. Embora o sistema híbrido com concentradores e baterias exija um capital inicial maior do que o sistema fotovoltaico sem baterias e sem concentradores eles permitem a complementaridade energética para estas regiões em períodos do dia de energia faltante para o fornecimento feito apenas com o sistema fotovoltaico.","2015-10-29","2022-06-27T17:41:43Z","2022-06-27T17:41:43Z","2022-06-27T17:41:43Z","","","","","","","","","","","","","","por","Acesso Aberto","","","","www.locus.ufv.br","","Accepted: 2016-03-09T14:51:19Z Publisher: Universidade Federal de Viçosa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1431","","","","","","","",""
"C362CGAJ","thesis","2016","Salloum, Maha; Linguet, Laurent; Primerose, Antoine","Prévision du rayonnement solaire global par méthodes d'ensemble et imagerie satellitaire","","","","","https://theses.fr/s171026","","2016","2022-06-27T17:42:01Z","2022-06-27T17:42:01Z","2022-06-27T17:42:01Z","","","","","","","","","","","","","","","Licence Etalab","","","","theses.fr","","","","","","","","","","","Linguet, Laurent; Primerose, Antoine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1432","","","","","","","",""
"RZ455IGL","journalArticle","2013","Rocha, Vinícius Roggério da; Yamasoe, Marcia Akemi","Estudo da variabilidade espacial e temporal da profundidade óptica do aerossol obtida com o MODIS sobre a região amazônica","Revista Brasileira de Meteorologia","","0102-7786, 1982-4351","10.1590/S0102-77862013000200010","http://www.scielo.br/j/rbmet/a/hNhGSprzzLPwQ7VhWQ9v8hP/?lang=pt","Realizou-se um estudo da variabilidade temporal da profundidade óptica do aerossol (AOD) e sua homogeneidade espacial com o objetivo de descrever e quantificá-la em cinco pontos da região amazônica, dos quais quatro sofrem com emissões de queimadas, utilizando uma longa série de dados. Os dados foram obtidos a partir do sensor MODIS (Moderate Resolution Imaging Spectroradiometer), a bordo dos satélites Terra e Aqua, entre 2000 e 2011. Foi realizada análise da homogeneidade espacial dos valores de AOD e de sua variabilidade diurna, assim como foram calculados os valores médios anuais e mensais de AOD e definidos períodos de altos valores para os sítios do arco do desmatamento. Observou-se que a AOD variou pouco com o aumento da área, indicando que as camadas de aerossol são bastante misturadas. As flutuações nas médias anuais de AOD apresentaram comportamento semelhante nos sítios do arco do desmatamento, sendo que Manaus apresentou influências desse padrão em anos mais secos e São Gabriel da Cachoeira apresentou apenas valores baixos (AOD entre 0,1-0,2). O número de dias com AOD maior no período da tarde é consideravelmente maior, provavelmente pelas queimadas ocorrerem principalmente à tarde. Os períodos de altos valores (AOD entre 1-3) começaram no fim da estação seca e terminaram no início da estação chuvosa, sendo a duração estimada entre 69 e 79 dias.","2013-06","2022-06-27T17:42:08Z","2022-06-27T17:42:08Z","2022-06-27T17:42:08Z","210-220","","","28","","Rev. bras. meteorol.","","","","","","","","pt","","","","","SciELO","","Publisher: Sociedade Brasileira de Meteorologia","","","","","profundidade óptica do aerossol; queimadas na Amazônia; sensoriamento remoto da atmosfera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1433","","","","","","","",""
"WJYV7R6Y","journalArticle","2017","Ringard, Justine; Seyler, Frederique; Linguet, Laurent","A Quantile Mapping Bias Correction Method Based on Hydroclimatic Classification of the Guiana Shield","Sensors","","1424-8220","10.3390/s17061413","https://www.mdpi.com/1424-8220/17/6/1413","Satellite precipitation products (SPPs) provide alternative precipitation data for regions with sparse rain gauge measurements. However, SPPs are subject to different types of error that need correction. Most SPP bias correction methods use the statistical properties of the rain gauge data to adjust the corresponding SPP data. The statistical adjustment does not make it possible to correct the pixels of SPP data for which there is no rain gauge data. The solution proposed in this article is to correct the daily SPP data for the Guiana Shield using a novel two set approach, without taking into account the daily gauge data of the pixel to be corrected, but the daily gauge data from surrounding pixels. In this case, a spatial analysis must be involved. The first step defines hydroclimatic areas using a spatial classification that considers precipitation data with the same temporal distributions. The second step uses the Quantile Mapping bias correction method to correct the daily SPP data contained within each hydroclimatic area. We validate the results by comparing the corrected SPP data and daily rain gauge measurements using relative RMSE and relative bias statistical errors. The results show that analysis scale variation reduces rBIAS and rRMSE significantly. The spatial classification avoids mixing rainfall data with different temporal characteristics in each hydroclimatic area, and the defined bias correction parameters are more realistic and appropriate. This study demonstrates that hydroclimatic classification is relevant for implementing bias correction methods at the local scale.","2017-06","2022-06-27T17:42:11Z","2022-06-27T17:42:11Z","2022-06-27T17:42:11Z","1413","","6","17","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 6 Publisher: Multidisciplinary Digital Publishing Institute","","","","","Guiana Shield; hydroclimatic area; quantile mapping bias correction; temporal distribution; TRMM-TMPA 3B42V7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1433","","","","","","","",""
"GPA8UIVS","conferencePaper","2020","Raghoebarsing, Amrita; Gerçek, Cihan; Reinders, Angèle","Public survey regarding the user acceptance of photovoltaic (PV) systems in Suriname","","","","10.1109/PVSC45281.2020.9300730","","In 2018, a survey was conducted among 102 citizens in Suriname to evaluate their perception of photovoltaic (PV) systems. Nearly 75% of the respondents were aware of the possibility of generating electricity with PV systems and their related benefits, while, 25% of the respondents lacked knowledge about PV systems. Close to 65% of the respondents are not willing to install residential PV systems because of the high investment costs and the relatively low electricity tariffs by the national grid. For sustainability and economic savings, 26% of the respondents are willing to install a PV system. It could be concluded that despite of awareness of PV systems, their perceived high initial cost and locally low electricity prices are barriers to a broad dissemination of PV systems in Suriname.","2020-06","2022-06-27T17:42:15Z","2022-06-27T17:42:15Z","","0217-0220","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 0160-8371","","","","","Companies; electricity; Energy consumption; grid; Investment; photovoltaic systems; Photovoltaic systems; Production; Sustainable development; Tariffs; user study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 47th IEEE Photovoltaic Specialists Conference (PVSC)","","","","","","","1434","","","","","","","",""
"CEL8KBR5","journalArticle","2017","Qu, Zhipeng; Oumbe, Armel; Blanc, Philippe; Espinar, Bella; Gesell, Gerhard; Gschwind, Benoît; Klüser, Lars; Lefèvre, Mireille; Saboret, Laurent; Schroedter-Homscheidt, Marion; Wald, Lucien","Fast radiative transfer parameterisation for assessing the surface solar irradiance: The Heliosat‑4 method","Meteorologische Zeitschrift","",",","10.1127/metz/2016/0781","https://www.schweizerbart.de/papers/metz/detail/26/87036/Fast_radiative_transfer_parameterisation_for_asses?af=crossref","","2017-02-13","2022-06-27T17:42:18Z","2022-06-27T17:42:18Z","2022-06-27T17:42:18Z","33-57","","","","","","Fast radiative transfer parameterisation for assessing the surface solar irradiance","","","","","","","en","","","","","www.schweizerbart.de","","Publisher: Schweizerbart'sche Verlagsbuchhandlung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1434","","","","","","","",""
